订单号,日期,渠道,商品ID,商品名称,单价,数量,金额,用户ID,收货省份,订单状态
DD202402684,2024/3/11,京东,P035,欧莱雅 洗面奶,¥129,1.0,129.0,U0048,安徽,待发货
DD202402051,2024/3/12,天猫,P047,全棉时代 浴巾,¥79,2.0,158.0,U0194,福建,已完成
DD202400174,2024-02-29,天猫,P008,索尼 WH-1000XM5 耳机,2399,3.0,7197.0,U0165,黑龙江,已取消
DD202400291,2024-08-11,天猫,P040,三只松鼠 坚果礼盒,99,4.0,396.0,U0066,山西,待发货
DD202402999,2024-11-13,拼多多,P008,索尼WH-1000XM5耳机,"2,399",2.0,4798.0,U0126,湖南,已取消
DD202402292,2024/2/18,拼多多,P036,云南白药 牙膏,39.9,3.0,119.69999999999999,U0168,海南,待发货
DD202400028,2024-09-08,天猫,P042,农夫山泉 矿泉水,36,2.0,,U0094,甘肃,已发货
DD202400866,2024/6/23,天猫,P003,华为Mate60Pro,¥6999,3.0,20997.0,U0065,北京,已完成
DD202400841,2024-06-20,,P026,小米电视 65寸,2999,2.0,5998.0,U0002,天津,已完成
DD202400489,2024/10/20,天猫,P004,小米 14 12+256G,"4,299",-3.0,-12897.0,U0029,辽宁,已退款
DD202400677,2024/5/29,拼多多,P042,农夫山泉 矿泉水,36,1.0,36.0,U0119,安徽,已取消
DD202401433,2024/7/22,拼多多,P029,阿迪达斯 运动外套,599,1.0,599.0,U0025,湖北,已完成
DD202402749,2024-03-22,抖音,P003,华为 Mate 60 Pro,¥6999,2.0,13998.0,U0134,海南,已完成
DD202402616,2024-11-21,拼多多,P043,星巴克 咖啡豆,128,2.0,256.0,U0150,天津,已完成
DD202400061,2024-06-22,拼多多,P010,小米 充电宝20000mAh,129,5.0,645.0,U0067,山东,已完成
DD202401523,2024/8/10,天猫,P031,波司登 羽绒服,¥1299,3.0,3897.0,U0152,云南,已发货
DD202401069,2024-02-20,拼多多,P046,网易严选 保温杯,99,2.0,198.0,U0148,吉林,已取消
DD202402942,2024-05-23,天猫,P018,美的 1.5匹空调,¥2799,1.0,2799.0,U0036,湖北,已完成
DD202401795,2024-11-19,京东,P015,华为平板MatePad11,2199,-1.0,-2199.0,U0041,甘肃,已退款
DD202400696,2024-11-01,拼多多,,李宁 跑步鞋 ,399,3.0,1197.0,U0094,海南,已完成
DD202401066,2024-09-06,拼多多,P033,兰蔻 小黑瓶精华,760,3.0,2280.0,U0061,陕西,已取消
DD202402845,2024-02-26,天猫,P010,小米 充电宝20000mAh,129,1.0,,U0062,陕西,已取消
DD202401257,2024-04-01,京东,P036,云南白药 牙膏,39.9,3.0,,U0066,宁夏,已发货
DD202402557,2024-07-21,京东,P030,南极人棉袜5双装,29.9,3.0,89.69999999999999,U0074,广东,已完成
DD202401355,2024/12/10,京东,P030,南极人 棉袜5双装,29.9,4.0,119.6,U0200,四川,已完成
DD202402807,2024-12-02,京东,P035,欧莱雅 洗面奶,,-1.0,,U0138,安徽,已退款
DD202401904,2024/8/8,京东,P036,云南白药 牙膏,39.9,1.0,39.9,U0041,四川,已取消
DD202400643,2024-12-04,京东,P030,南极人 棉袜5双装,29.9,2.0,59.8,U0012,上海,已完成
DD202400374,20240116,京东,P019,海尔 10kg 滚筒洗衣机,"1,899",3.0,5697.0,U0013,陕西,已发货
DD202400871,2024-07-13,天猫,P024,戴森 V12 吸尘器,¥3290,3.0,9870.0,U0152,浙江,已完成
DD202401252,2024-03-23,京东,P017,得力 文件夹,15.9,1.0,15.9,U0187,新疆,已发货
DD202402164,2024-08-14,天猫,P044,良品铺子 零食大礼包,139,-1.0,-139.0,U0114,新疆,已退款
DD202402746,2024-05-24,天猫,P003,华为 Mate 60 Pro,6999,1.0,6999.0,U0183,山东,已完成
DD202402825,2024-12-26,天猫,P041,蒙牛 纯牛奶24盒,¥69.9,2.0,139.8,U0009,广东,已发货
DD202402450,2024-11-18,拼多多,P043,星巴克 咖啡豆,128,-3.0,-384.0,U0164,贵州,已退款
DD202401451,2024/3/8,京东,P047,全棉时代 浴巾,79,3.0,237.0,U0176,河南,已完成
DD202401693,2024/12/11,天猫,P019,海尔 10kg 滚筒洗衣机,1899,2.0,3798.0,U0013,安徽,已完成
DD202401845,2024-06-29,天猫,P025,海尔冰箱 501l,"3,999",0.0,,U0183,福建,已退款
DD202400083,2024/9/12,天猫,P022,苏泊尔电饭煲,299,1.0,299.0,U0061,安徽,已完成
DD202401979,20240903,京东,P039,完美日记 口红 ,89,-3.0,-267.0,U0013,黑龙江,已退款
DD202400717,2024-01-17,天猫,P012,机械键盘 87键 ,199,1.0,199.0,U0041,天津,待发货
DD202402977,2024-09-25,京东,P035,欧莱雅 洗面奶,129,3.0,387.0,U0028,宁夏,已完成
DD202400434,2024-02-25,京东,P016,得力 A4 打印纸,¥29.9,2.0,59.8,U0034,广西,已完成
DD202402826,2024-10-02,天猫,P038,全棉时代 洗脸巾,49.9,0.0,,U0059,四川,已完成
DD202401465,2024-06-09,天猫,P026,小米电视65寸,2999,3.0,8997.0,U0139,山西,已发货
DD202402663,2024/4/18,拼多多,P017,得力 文件夹,15.9,4.0,63.6,U0079,辽宁,已发货
DD202402918,2024-03-31,天猫,P004,小米 14 12+256g,,2.0,,U0198,山东,已完成
DD202401203,2024/6/26,天猫,P008,索尼 WH-1000XM5 耳机,¥2399,-2.0,-4798.0,U0036,山西,已退款
DD202400214,2024/1/12,天猫,P047,全棉时代 浴巾 ,79,1.0,79.0,U0036,安徽,已完成
DD202400796,2024/1/3,天猫,P043,星巴克 咖啡豆,128,5.0,320.0,U0049,山东,已完成
DD202402249,2024/2/4,京东,P022,苏泊尔电饭煲 ,299,2.0,598.0,U0146,重庆,已完成
DD202400925,2024-05-09,京东,P042,农夫山泉 矿泉水,36,2.0,72.0,U0017,内蒙古,已完成
DD202401835,2024-07-24,天猫,P021,米家扫地机器人,¥1599,1.0,1599.0,U0107,陕西,待发货
DD202402445,2024/8/6,抖音,,雅诗兰黛 小棕瓶,950,4.0,1900.0,U0190,湖南,已发货
DD202401950,2024-12-22,拼多多,P022,苏泊尔电饭煲,¥299,-3.0,-897.0,U0041,江苏,已退款
DD202401002,2024-12-16,天猫,P047,全棉时代 浴巾,79,1.0,,U0199,山西,已完成
DD202401310,2024-02-28,天猫,P014,联想小新Pro16笔记本,5799,-1.0,-5799.0,U0085,贵州,已退款
DD202401157,2024-01-23,京东,P048,公牛 插线板,49.9,1.0,49.9,U0155,湖北,已完成
DD202400569,2024-08-24,天猫,P046,网易严选 保温杯,99,4.0,396.0,U0062,辽宁,已取消
DD202401039,20240106,天猫,P045,金龙鱼食用油5L,89.9,1.0,89.9,U0008,福建,已发货
DD202400217,2024/10/30,天猫,P009,小米手环8,249,5.0,1245.0,U0143,四川,已完成
DD202400692,2024-01-09,天猫,P013,戴尔 U2723QE 显示器,3499,3.0,10497.0,U0163,北京,已完成
DD202400284,2024-01-11,天猫,P034,雅诗兰黛 小棕瓶,950,1.0,950.0,U0013,宁夏,已发货
DD202402654,2024-07-31,京东,P045,金龙鱼食用油5L,89.9,1.0,89.9,U0028,山西,已发货
DD202402522,2024-01-11,京东,P020,格力 电风扇,199,2.0,398.0,U0036,山西,已完成
DD202400494,2024-06-02,京东,P007,AirPods Pro 2,1899,2.0,3798.0,U0020,吉林,已发货
DD202401839,2024-05-06,京东,,联想小新 Pro16 笔记本,5799,1.0,5799.0,U0087,江苏,已取消
DD202402518,2024-03-25,拼多多,P024,戴森 V12 吸尘器 ,3290,1.0,3290.0,U0179,广西,已完成
DD202401593,2024-11-12,京东,P039,完美日记 口红,89,,,U0074,广西,已完成
DD202402134,2024/12/17,抖音,P029,阿迪达斯 运动外套,¥599,5.0,2995.0,U0083,海南,已取消
DD202402865,2024-09-17,拼多多,P041,蒙牛 纯牛奶24盒,69.9,2.0,139.8,U0182,甘肃,已完成
DD202402882,2024-03-04,天猫,P045,金龙鱼 食用油5L,89.9,2.0,179.8,U0085,湖北,已发货
DD202400516,2024-10-27,拼多多,P036,云南白药 牙膏,39.9,2.0,79.8,U0170,浙江,已完成
DD202402351,2024-03-09,拼多多,P034,雅诗兰黛 小棕瓶,950,5.0,4750.0,U0063,山东,已取消
DD202400525,2024-03-16,天猫,P047,全棉时代 浴巾,79,-3.0,-237.0,U0046,天津,已退款
DD202400266,2024/3/1,拼多多,P003,华为 Mate 60 Pro,6999,5.0,34995.0,U0155,甘肃,已发货
DD202402955,2024/7/28,微信小程序,P039,完美日记 口红,¥89,5.0,445.0,U0113,天津,已发货
DD202400248,2024-09-07,抖音,P039,完美日记 口红,89,4.0,356.0,U0100,山西,已完成
DD202402803,2024-03-26,天猫,P021,米家扫地机器人,1599,1.0,1599.0,U0072,安徽,已完成
DD202400541,2024-02-19,天猫,P027,优衣库 圆领T恤,¥79,4.0,316.0,U0136,内蒙古,待发货
DD202401680,2024-03-19,微信小程序,P002,iPhone15Pro256G,"8,999",2.0,17998.0,U0171,陕西,已完成
DD202402372,2024-11-15,京东,P011,罗技 MX Master 3S 鼠标,,2.0,,U0178,河南,已完成
DD202401464,2024-04-05,京东,P015,华为平板 MatePad 11 ,,2.0,,U0114,福建,已完成
DD202402755,2024-07-03,京东,P010,小米 充电宝20000mAh,129,5.0,645.0,U0078,四川,已发货
DD202400951,2024-02-07,微信小程序,P002,iPhone 15 Pro 256G ,8999,1.0,,U0154,河北,已完成
DD202402944,2024-09-17,京东,P016,得力 A4 打印纸 ,29.9,3.0,,U0057,贵州,已完成
DD202400221,2024-07-11,京东,P050,宜家 收纳箱,¥69,3.0,207.0,U0004,海南,已发货
DD202400791,2024-08-02,京东,P041,蒙牛 纯牛奶24盒,69.9,4.0,279.6,U0061,海南,已完成
DD202402670,2024-06-25,抖音,P001,iPhone 15 128G ,¥5999,5.0,29995.0,U0025,河北,已发货
DD202401204,2024/3/23,天猫,P028,李宁跑步鞋,399,5.0,1995.0,U0037,新疆,已完成
DD202402881,2024/12/15,京东,P013,戴尔 U2723QE 显示器,"3,499",-2.0,-6998.0,U0145,福建,已退款
DD202401282,2024-09-04,天猫,P005,荣耀 Magic6 ,¥3999,4.0,15996.0,U0076,陕西,已完成
DD202401653,2024-08-31,天猫,P043,星巴克 咖啡豆,128,4.0,512.0,U0021,浙江,已完成
DD202401182,2024/3/3,天猫,P025,海尔冰箱 501L,3999,2.0,7998.0,U0016,新疆,已发货
DD202402093,2024-04-04,京东,P007,AirPodsPro2,1899,3.0,5697.0,U0152,广西,已取消
DD202401637,20240601,微信小程序,P011,罗技 MX Master 3S 鼠标,699,2.0,1398.0,U0016,河北,已完成
DD202400448,,抖音,P034,雅诗兰黛小棕瓶,950,3.0,2850.0,U0018,浙江,已完成
DD202402434,2024-11-02,拼多多,P003,华为Mate60Pro,6999,2.0,13998.0,U0090,重庆,已完成
DD202401936,2024-06-07,京东,P048,公牛 插线板,49.9,3.0,149.7,U0102,河南,已完成
DD202401435,2024-01-04,天猫,P030,南极人棉袜5双装,¥29.9,2.0,29.9,U0074,青海,已完成
DD202400021,2024-02-25,抖音,P038,全棉时代 洗脸巾,49.9,-1.0,-49.9,U0040,浙江,已退款
DD202400262,2024-02-19,天猫,P032,太平鸟 牛仔裤,¥259,3.0,777.0,U0045,黑龙江,已完成
DD202402754,2024-01-28,拼多多,P023,九阳破壁机 ,,3.0,,U0081,广西,已完成
DD202402109,2024-06-24,天猫,P032,太平鸟 牛仔裤,¥259,0.0,,U0019,黑龙江,待发货
DD202401146,2024-12-20,天猫,P037,海飞丝 洗发水,59.9,5.0,299.5,U0041,贵州,已完成
DD202402625,2024-01-10,京东,P019,海尔 10kg 滚筒洗衣机,¥1899,2.0,1899.0,U0075,河北,已完成
DD202402816,2024-02-24,拼多多,P027,优衣库 圆领T恤,79,5.0,395.0,U0199,内蒙古,已取消
DD202400927,2024/10/24,京东,P002,iphone 15 pro 256g,8999,5.0,44995.0,U0125,吉林,待发货
DD202400992,2024/6/20,京东,P007,airpods pro 2,1899,4.0,7596.0,U0012,天津,已完成
DD202401592,2024-11-07,微信小程序,P028,李宁 跑步鞋,399,1.0,,U0159,海南,已完成
DD202401616,2024-10-06,京东,P014,联想小新 Pro16 笔记本,5799,1.0,2899.5,U0177,云南,已完成
DD202401784,2024-07-10,天猫,P013,戴尔 U2723QE 显示器,3499,1.0,3499.0,U0181,湖南,已完成
DD202401389,2024-07-04,天猫,P011,罗技 MX Master 3S 鼠标,699,-1.0,-699.0,U0078,江苏,已退款
DD202400431,2024-03-25,京东,P024,戴森 V12 吸尘器 ,3290,4.0,13160.0,U0025,吉林,已完成
DD202402562,2024-03-23,拼多多,P015,华为平板 MatePad 11,¥2199,0.0,,U0150,贵州,已完成
DD202402137,2024/1/13,拼多多,P018,美的 1.5匹空调,,4.0,,U0174,湖北,已完成
DD202401920,2024-08-08,天猫,P028,李宁 跑步鞋,399,1.0,399.0,U0098,天津,已完成
DD202402981,2024-05-28,,P030,南极人 棉袜5双装,¥29.9,5.0,149.5,U0061,青海,已完成
DD202400014,2024-01-06,拼多多,P043,星巴克 咖啡豆,¥128,1.0,128.0,U0135,湖北,已完成
DD202402460,2024-02-27,微信小程序,P019,海尔10kg滚筒洗衣机,"1,899",5.0,9495.0,U0018,海南,已发货
DD202402662,2024-03-25,天猫,P021,米家扫地机器人 ,1599,-3.0,-4797.0,U0156,福建,已退款
DD202400869,2024-03-19,京东,P025,海尔冰箱 501l,3999,3.0,11997.0,U0140,河南,已完成
DD202402402,2024-03-11,天猫,P032,太平鸟 牛仔裤,¥259,-2.0,-518.0,U0118,广西,已退款
DD202400194,2024-01-17,拼多多,P006,redmi k70,"2,499",2.0,4998.0,U0050,上海,已完成
DD202402453,2024-02-04,京东,P014,联想小新 Pro16 笔记本,5799,2.0,11598.0,U0044,北京,已完成
DD202402939,20240413,天猫,P027,优衣库 圆领T恤,79,4.0,316.0,U0102,浙江,已发货
DD202402612,2024-10-15,天猫,P018,美的 1.5匹空调,"2,799",3.0,8397.0,U0021,甘肃,已完成
DD202401183,2024-01-19,拼多多,P045,金龙鱼 食用油5L,89.9,1.0,89.9,U0061,重庆,已完成
DD202401438,2024/8/9,天猫,P031,波司登 羽绒服,¥1299,1.0,1299.0,U0013,宁夏,待发货
DD202400768,2024-11-29,京东,P023,九阳破壁机,399,4.0,1596.0,U0095,福建,已取消
DD202401172,2024-04-17,抖音,P018,美的 1.5匹空调 ,2799,-2.0,-5598.0,U0176,新疆,已退款
DD202402598,2024-11-02,拼多多,P023,九阳破壁机,¥399,4.0,1596.0,U0104,宁夏,已完成
DD202401802,,拼多多,P036,云南白药牙膏,¥39.9,0.0,,U0071,内蒙古,已完成
DD202400152,2024-02-26,京东,P024,戴森 V12 吸尘器,"3,290",1.0,3290.0,U0025,河南,已完成
DD202400095,2024-10-31,微信小程序,P007,airpods pro 2,1899,3.0,5697.0,U0160,黑龙江,已完成
DD202402727,2024-12-23,拼多多,P028,李宁 跑步鞋,¥399,3.0,1197.0,U0119,北京,已完成
DD202400774,2024-09-15,天猫,P036,云南白药 牙膏,39.9,5.0,199.5,U0133,陕西,已完成
DD202402575,2024/4/18,京东,P040,三只松鼠 坚果礼盒,99,4.0,396.0,U0116,安徽,已发货
DD202400596,2024/4/17,天猫,P007,AirPods Pro 2,¥1899,5.0,9495.0,U0138,安徽,已发货
DD202402365,2024-12-23,天猫,,全棉时代 浴巾,79,2.0,158.0,U0056,河南,已完成
DD202401643,2024-03-30,京东,P004,小米 14 12+256G,4299,5.0,21495.0,U0190,黑龙江,已完成
DD202400682,2024-05-20,天猫,P006,Redmi K70,¥2499,2.0,4998.0,U0089,江苏,已完成
DD202402516,2024-03-04,拼多多,P050,宜家 收纳箱,69,0.0,,U0005,河南,待发货
DD202402676,2024-02-27,拼多多,P010,小米 充电宝20000mAh,129,4.0,516.0,U0146,安徽,已完成
DD202401842,2024-12-28,天猫,P016,得力 a4 打印纸,29.9,5.0,149.5,,四川,已完成
DD202400386,20241024,微信小程序,P009,小米手环8,249,4.0,996.0,U0023,贵州,已完成
DD202402196,2024-04-14,京东,P047,全棉时代 浴巾,¥79,1.0,79.0,U0041,辽宁,已完成
DD202401555,2024/11/22,拼多多,P046,网易严选 保温杯,99,3.0,297.0,U0080,内蒙古,已发货
DD202401414,2024-04-02,天猫,P023,九阳破壁机,399,4.0,1596.0,U0182,重庆,已完成
DD202401076,20240429,天猫,P020,格力 电风扇,199,4.0,796.0,U0059,新疆,已完成
DD202401520,2024-02-24,拼多多,P044,良品铺子 零食大礼包,139,3.0,417.0,U0009,新疆,已完成
DD202401613,2024-12-09,京东,P001,iPhone 15 128G,5999,2.0,11998.0,U0187,山西,已发货
DD202400151,2024-07-21,天猫,P018,美的1.5匹空调,2799,5.0,13995.0,U0015,黑龙江,已完成
DD202400735,2024/12/1,天猫,P013,戴尔 U2723QE 显示器,,1.0,,U0011,河北,待发货
DD202401316,2024-11-03,京东,P035,欧莱雅 洗面奶,129,3.0,387.0,,山东,已发货
DD202401686,2024-11-24,京东,P015,华为平板MatePad11,2199,3.0,6597.0,U0001,黑龙江,已完成
DD202402890,2024-11-19,天猫,P028,李宁跑步鞋,399,3.0,1197.0,U0007,,已完成
DD202401781,2024/2/20,京东,P001,iPhone 15 128G,5999,5.0,29995.0,U0068,广西,已取消
DD202401071,2024-05-16,天猫,P043,星巴克 咖啡豆,128,3.0,384.0,U0042,吉林,已取消
DD202401020,2024-09-16,天猫,P020,格力 电风扇,199,5.0,995.0,U0053,吉林,已完成
DD202402112,2024-01-25,京东,P045,金龙鱼 食用油5L,89.9,3.0,269.70000000000005,U0138,湖南,已完成
DD202400938,2024-06-22,天猫,P023,九阳破壁机,399,1.0,399.0,U0179,陕西,待发货
DD202400395,,微信小程序,P008,索尼 WH-1000XM5 耳机,2399,2.0,4798.0,U0039,江苏,已完成
DD202400657,2024-10-12,拼多多,P048,公牛 插线板,49.9,3.0,149.7,U0160,山西,已完成
DD202400228,2024-05-02,京东,P005,荣耀 Magic6,3999,5.0,19995.0,U0109,陕西,已完成
DD202400656,20241001,京东,P012,机械键盘 87键,199,5.0,995.0,U0197,河南,已完成
DD202402787,2024-05-08,拼多多,P023,九阳破壁机 ,399,4.0,1596.0,U0090,重庆,已取消
DD202401260,2024-12-19,京东,P023,九阳破壁机 ,399,4.0,1596.0,U0051,宁夏,已取消
DD202402652,2024-08-05,天猫,P030,南极人 棉袜5双装,29.9,4.0,119.6,U0187,河北,已取消
DD202402501,2024-01-03,拼多多,P046,网易严选 保温杯,99,4.0,396.0,U0091,天津,已取消
DD202400346,2024-06-25,京东,P037,海飞丝 洗发水,59.9,3.0,179.7,U0077,山西,已完成
DD202402116,2024-08-28,抖音,P005,荣耀 Magic6,¥3999,3.0,11997.0,U0086,安徽,已完成
DD202402169,2024-01-19,天猫,P009,小米手环8,¥249,0.0,,U0126,甘肃,待发货
DD202400967,2024-07-31,天猫,,蒙牛 纯牛奶24盒,69.9,2.0,139.8,,福建,已完成
DD202402732,2024-12-25,天猫,P019,海尔 10kg 滚筒洗衣机,¥1899,-1.0,-1899.0,U0170,河南,已退款
DD202400912,2024-12-13,微信小程序,P044,良品铺子 零食大礼包,139,4.0,556.0,U0179,浙江,待发货
DD202402883,2024-07-28,天猫,P039,完美日记口红,89,1.0,89.0,U0124,山东,已完成
DD202400289,2024-06-20,拼多多,P041,蒙牛纯牛奶24盒,¥69.9,1.0,69.9,U0125,重庆,已完成
DD202402728,2024/10/30,天猫,P021,米家扫地机器人,1599,5.0,7995.0,U0193,青海,已完成
DD202402763,2024-05-14,拼多多,P010,小米 充电宝20000mAh ,129,1.0,129.0,U0102,湖北,已完成
DD202402695,2024-12-09,天猫,P047,全棉时代 浴巾,79,5.0,395.0,U0068,湖北,已发货
DD202401175,2024-03-22,京东,P033,兰蔻 小黑瓶精华 ,¥760,1.0,760.0,U0097,青海,已发货
DD202402738,2024-01-21,拼多多,P002,iPhone 15 Pro 256G,8999,-1.0,-8999.0,U0162,北京,已退款
DD202400492,2024/4/19,拼多多,P012,机械键盘87键,¥199,5.0,995.0,U0175,浙江,已取消
DD202401579,2024-09-24,微信小程序,P046,网易严选 保温杯,99,0.0,,U0136,山西,已发货
DD202402724,2024-08-18,天猫,P022,苏泊尔电饭煲,299,3.0,897.0,U0106,内蒙古,已取消
DD202402371,2024-02-21,天猫,P049,苏泊尔 炒锅,¥159,,,U0054,青海,已完成
DD202401332,2024-03-20,拼多多,P013,戴尔 U2723QE 显示器,3499,1.0,3499.0,U0043,福建,已取消
DD202400835,2024-06-07,天猫,P042,农夫山泉 矿泉水,36,5.0,180.0,U0143,浙江,已完成
DD202402951,2024-12-23,拼多多,P010,小米 充电宝20000mAh,129,4.0,516.0,U0080,陕西,已完成
DD202401207,2024-11-09,天猫,P011,罗技 MX Master 3S 鼠标,¥699,1.0,699.0,U0098,北京,已完成
DD202402961,2024-01-12,拼多多,P005,荣耀 magic6,"3,999",1.0,3999.0,U0135,云南,已完成
DD202400413,2024-10-21,天猫,P045,金龙鱼 食用油5L,89.9,2.0,179.8,U0050,河北,待发货
DD202400546,2024/2/17,京东,P041,蒙牛 纯牛奶24盒,69.9,1.0,69.9,U0007,贵州,已完成
DD202402254,2024-10-12,天猫,P041,蒙牛 纯牛奶24盒,¥69.9,1.0,69.9,U0136,山西,待发货
DD202400345,2024-06-04,京东,P004,小米1412+256G,"4,299",2.0,8598.0,U0098,甘肃,已取消
DD202402229,,抖音,P002,iPhone 15 Pro 256G,¥8999,5.0,44995.0,U0065,上海,已完成
DD202400733,20241015,抖音,P047,全棉时代 浴巾,79,5.0,395.0,U0109,山东,已完成
DD202401098,2024-03-09,拼多多,P042,农夫山泉 矿泉水,36,-3.0,-108.0,U0144,宁夏,已退款
DD202400463,2024-11-06,天猫,P026,小米电视 65寸,2999,3.0,8997.0,U0169,山西,已完成
DD202402629,2024-11-26,京东,P021,米家扫地机器人,1599,,,U0024,北京,待发货
DD202402408,2024-08-04,天猫,P049,苏泊尔 炒锅,¥159,2.0,318.0,U0118,辽宁,待发货
DD202401298,2024/11/18,京东,P025,海尔冰箱 501L,3999,1.0,3999.0,U0061,陕西,已取消
DD202400364,2024-04-24,京东,P023,九阳破壁机,399,2.0,798.0,U0154,宁夏,已发货
DD202400066,2024-10-08,京东,P043,星巴克 咖啡豆,¥128,4.0,512.0,U0175,甘肃,已完成
DD202402927,2024-01-18,微信小程序,P042,农夫山泉 矿泉水,36,1.0,36.0,U0195,安徽,待发货
DD202401659,2024/3/21,天猫,P042,农夫山泉 矿泉水,36,2.0,72.0,U0179,河北,已完成
DD202401865,2024/3/1,天猫,P001,iPhone 15 128G,¥5999,3.0,17997.0,U0170,重庆,已发货
DD202402567,2024-09-20,天猫,P003,华为 Mate 60 Pro ,6999,5.0,34995.0,U0156,福建,已完成
DD202402394,2024-08-14,京东,P047,全棉时代 浴巾,79,3.0,237.0,U0131,山东,已完成
DD202400965,2024-12-23,拼多多,P029,阿迪达斯 运动外套,599,5.0,2995.0,U0097,吉林,已完成
DD202400542,2024-12-07,天猫,P041,蒙牛 纯牛奶24盒,69.9,5.0,349.5,U0192,福建,已完成
DD202400467,2024-05-29,拼多多,P042,农夫山泉 矿泉水,¥36,5.0,180.0,U0079,北京,已完成
DD202402480,2024-12-01,抖音,P038,全棉时代 洗脸巾 ,49.9,5.0,249.5,U0023,河北,已完成
DD202400063,2024-06-10,拼多多,P004,小米 14 12+256G,4299,-3.0,-12897.0,U0121,宁夏,已退款
DD202401976,2024-01-29,天猫,P001,iPhone 15 128G,¥5999,1.0,5999.0,U0138,甘肃,已完成
DD202401493,2024/12/21,拼多多,P002,iPhone15Pro256G,8999,4.0,35996.0,U0117,河南,已发货
DD202400279,2024/2/27,天猫,P020,格力电风扇,199,2.0,398.0,U0040,吉林,已完成
DD202400888,2024-03-06,,P036,云南白药 牙膏,,1.0,,U0082,新疆,已完成
DD202400441,2024-11-17,天猫,P027,优衣库 圆领T恤,79,4.0,316.0,U0037,湖南,已完成
DD202400482,2024/6/17,天猫,P032,太平鸟 牛仔裤,259,-3.0,-777.0,U0050,甘肃,已退款
DD202400082,2024-07-06,拼多多,P034,雅诗兰黛 小棕瓶,950,2.0,1900.0,U0192,广东,已完成
DD202400905,2024-05-10,抖音,P020,格力电风扇,199,-3.0,-597.0,U0066,山西,已退款
